Name,country,population,Oblast,date
Kurumkan,russia,5465,buryatia,2010-10-04
Kyren,russia,5406,buryatia,2010-10-04
Muchoršibir' [Mukhorshibir],russia,5207,buryatia,2010-10-04
Nauški [Naushki],russia,3409,buryatia,2010-10-04
Nižneangarsk [Nizhneangarsk],russia,5030,buryatia,2010-10-04
Nižnije Tal'cy [Nizhniye Taltsy],russia,1498,buryatia,2010-10-04
Nižnij Sajantuj [Nizhny Sayantuy],russia,2834,buryatia,2010-10-04
Nižnjaja Ivolga [Nizhnyaya Ivolga],russia,1723,buryatia,2010-10-04
Novaja Brjan' [Novaya Bryan],russia,4643,buryatia,2010-10-04
Novoil'insk [Novoilyinsk],russia,4700,buryatia,2010-10-04
Novyj Uojan [Novy Uoyan],russia,3963,buryatia,2010-10-04
Onochoj [Onokhoy],russia,10689,buryatia,2010-10-04
Petropavlovka,russia,7451,buryatia,2010-10-04
Poselje [Poselye],russia,3797,buryatia,2010-10-04
Sagan-Nur,russia,4142,buryatia,2010-10-04
Selenginsk,russia,14546,buryatia,2010-10-04
Severobajkal'sk [Severobaykalsk],russia,24929,buryatia,2010-10-04
Severomujsk [Severomuysk],russia,2198,buryatia,2010-10-04
Sosnovo-Ozërskoje [Sosnovo-Ozyorskoye],russia,6128,buryatia,2010-10-04
Sotnikovo,russia,6274,buryatia,2010-10-04
Suža [Suzha],russia,1884,buryatia,2010-10-04
Taksimo,russia,9438,buryatia,2010-10-04
Tarbagataj [Tarbagatay],russia,4308,buryatia,2010-10-04
Turuntajevo [Turuntayevo],russia,5901,buryatia,2010-10-04
Ulan-Udè [Ulan-Ude],russia,404426,buryatia,2010-10-04
Ust'-Barguzin [Ust-Barguzin],russia,7173,buryatia,2010-10-04
Zaigrajevo [Zaigrayevo],russia,5586,buryatia,2010-10-04
Zakamensk,russia,11524,buryatia,2010-10-04
Ačchoj-Martan [Achkhoy-Martan],russia,20172,chechnya,2010-10-04
Achmat-Jurt [Akhmat-Yurt],russia,7115,chechnya,2010-10-04
Alchan-Jurt [Alkhan-Yurt],russia,9783,chechnya,2010-10-04
Alchan-Kala [Alkhan-Kala],russia,11415,chechnya,2010-10-04
Alchazurovo [Alkhazurovo],russia,4600,chechnya,2010-10-04
Alleroj [Alleroy],russia,11132,chechnya,2010-10-04
Alpatovo,russia,4861,chechnya,2010-10-04
Argun,russia,29525,chechnya,2010-10-04
Assinovskaja [Assinovskaya],russia,10184,chechnya,2010-10-04
Avtury,russia,14988,chechnya,2010-10-04
Bači-Jurt [Bachi-Yurt],russia,16485,chechnya,2010-10-04
Bamut,russia,6025,chechnya,2010-10-04
Belgatoj [Belgatoy],russia,4551,chechnya,2010-10-04
Beno-Jurt [Beno-Yurt],russia,7089,chechnya,2010-10-04
Berdykel',russia,6945,chechnya,2010-10-04
Berkat-Jurt [Berkat-Yurt],russia,3109,chechnya,2010-10-04
Borzoj [Borzoy],russia,4063,chechnya,2010-10-04
Braguny,russia,3304,chechnya,2010-10-04
Bratskoje [Bratskoye],russia,5000,chechnya,2010-10-04
Čečen-Aul [Chechen-Aul],russia,8233,chechnya,2010-10-04
Centora-Jurt [Tsentora-Yurt],russia,2770,chechnya,2010-10-04
Červlënnaja [Chervlyonnaya],russia,9545,chechnya,2010-10-04
Chambi-Irzi [Khambi-Irzi],russia,3297,chechnya,2010-10-04
Čiri-Jurt [Chiri-Yurt],russia,5734,chechnya,2010-10-04
Coci-Jurt [Tsotsi-Yurt],russia,18306,chechnya,2010-10-04
Duba-Jurt [Duba-Yurt],russia,6315,chechnya,2010-10-04
Dyšne-Vedeno [Dyshne-Vedeno],russia,4834,chechnya,2010-10-04
Džalka [Dzhalka],russia,7415,chechnya,2010-10-04
Èngel'-Jurt [Engel-Yurt],russia,4458,chechnya,2010-10-04
Gechi [Gekhi],russia,11744,chechnya,2010-10-04
Geldagan,russia,12350,chechnya,2010-10-04
Germenčuk [Germenchuk],russia,10736,chechnya,2010-10-04
Gerzel'-Aul [Gerzel-Aul],russia,3887,chechnya,2010-10-04
Goj-Ču [Goy-Chu],russia,5078,chechnya,2010-10-04
Gojty [Goyty],russia,16177,chechnya,2010-10-04
Goragorskij [Goragorsky],russia,4668,chechnya,2010-10-04
Grebenskaja [Grebenskaya],russia,6227,chechnya,2010-10-04
Groznyj [Grozny],russia,271573,chechnya,2010-10-04
Gudermes,russia,45631,chechnya,2010-10-04
Gvardejskoje [Gvardeyskoye],russia,7471,chechnya,2010-10-04
Ilaschan-Jurt [Ilaskhan-Yurt],russia,5041,chechnya,2010-10-04
Iščërskaja [Ishchyorskaya],russia,4808,chechnya,2010-10-04
Išchoj-Jurt [Ishkhoy-Yurt],russia,3800,chechnya,2010-10-04
Jalchoj-Mochk [Yalkhoy-Mokhk],russia,4452,chechnya,2010-10-04
Kadi-Jurt [Kadi-Yurt],russia,4355,chechnya,2010-10-04
Kalinovskaja [Kalinovskaya],russia,7988,chechnya,2010-10-04
Kargalinskaja [Kargalinskaya],russia,4181,chechnya,2010-10-04
Katar-Jurt [Katar-Yurt],russia,12806,chechnya,2010-10-04
Komsomol'skoje [Komsomolskoye],russia,4392,chechnya,2010-10-04
Koškel'dy [Koshkeldy],russia,4823,chechnya,2010-10-04
Kulary,russia,5358,chechnya,2010-10-04
Kurčaloj [Kurchaloy],russia,22723,chechnya,2010-10-04
Machkety [Makhkety],russia,5028,chechnya,2010-10-04
Majrtup [Mayrtup],russia,11838,chechnya,2010-10-04
Martan-Ču [Martan-Chu],russia,5983,chechnya,2010-10-04
Mekenskaja [Mekenskaya],russia,3860,chechnya,2010-10-04
Melčchi [Melchkhi],russia,2859,chechnya,2010-10-04
Mesker-Jurt [Mesker-Yurt],russia,10368,chechnya,2010-10-04
Meskety,russia,3447,chechnya,2010-10-04
Nadterečnoje [Nadterechnoye],russia,8475,chechnya,2010-10-04
Naurskaja [Naurskaya],russia,9050,chechnya,2010-10-04
Nižnij-Nojber [Nizhny-Noyber],russia,6780,chechnya,2010-10-04
Novoterskoje [Novoterskoye],russia,3764,chechnya,2010-10-04
Novyj Benoj [Novy Benoy],russia,...,chechnya,2010-10-04
Novyje-Atagi [Novye-Atagi],russia,8728,chechnya,2010-10-04
Novyj Èngenoj [Novy Engenoy],russia,3021,chechnya,2010-10-04
Nožaj-Jurt [Nozhay-Yurt],russia,6744,chechnya,2010-10-04
Ojschara [Oyskhara],russia,9489,chechnya,2010-10-04
Oktjabr'skoje [Oktyabrskoye],russia,2971,chechnya,2010-10-04
Pervomajskaja [Pervomayskaya],russia,5245,chechnya,2010-10-04
Petropavlovskaja [Petropavlovskaya],russia,4303,chechnya,2010-10-04
Pobedinskoje [Pobedinskoye],russia,3540,chechnya,2010-10-04
Rošni-Ču [Roshni-Chu],russia,5195,chechnya,2010-10-04
Šaami-Jurt [Shaami-Yurt],russia,4018,chechnya,2010-10-04
Sadovoje [Sadovoye],russia,3206,chechnya,2010-10-04
Šalaži [Shalazhi],russia,4998,chechnya,2010-10-04
Šali [Shali],russia,47708,chechnya,2010-10-04
Samaški [Samashki],russia,11275,chechnya,2010-10-04
Šelkovskaja [Shelkovskaya],russia,11112,chechnya,2010-10-04
Sernovodskoje [Sernovodskoye],russia,10805,chechnya,2010-10-04
Seržen'-Jurt [Serzhen-Yurt],russia,5615,chechnya,2010-10-04
Staryje-Atagi [Starye-Atagi],russia,10884,chechnya,2010-10-04
Šuani [Shuani],russia,2351,chechnya,2010-10-04
Tangi-Ču [Tangi-Chu],russia,2643,chechnya,2010-10-04
Tevzana,russia,3378,chechnya,2010-10-04
Tolstoj-Jurt [Tolstoy-Yurt],russia,8097,chechnya,2010-10-04
Urus-Martan,russia,49070,chechnya,2010-10-04
Valerik,russia,8023,chechnya,2010-10-04
Vedeno,russia,3186,chechnya,2010-10-04
Verchnij Naur [Verkhny Naur],russia,5441,chechnya,2010-10-04
Verchnij-Nojber [Verkhny-Noyber],russia,4099,chechnya,2010-10-04
Vinogradnoje [Vinogradnoye],russia,3489,chechnya,2010-10-04
Zakan-Jurt [Zakan-Yurt],russia,5835,chechnya,2010-10-04
Zandak,russia,5006,chechnya,2010-10-04
Znamenskoje [Znamenskoye],russia,10286,chechnya,2010-10-04
Agapovka,russia,6561,chelyabinsk,2010-10-04
Argajaš [Argayash],russia,10061,chelyabinsk,2010-10-04
Aša [Asha],russia,31881,chelyabinsk,2010-10-04
Bakal,russia,20940,chelyabinsk,2010-10-04
Berdjauš [Berdyaush],russia,5304,chelyabinsk,2010-10-04
Bredy,russia,9468,chelyabinsk,2010-10-04
Čebarkul' [Chebarkul],russia,42844,chelyabinsk,2010-10-04
Čeljabinsk [Chelyabinsk],russia,1130132,chelyabinsk,2010-10-04
Česma [Chesma],russia,6517,chelyabinsk,2010-10-04
Dolgoderevenskoje [Dolgoderevenskoye],russia,7700,chelyabinsk,2010-10-04
Feršampenuaz [Fershampenuaz],russia,4368,chelyabinsk,2010-10-04
Jemanželinka [Yemanzhelinka],russia,4453,chelyabinsk,2010-10-04
Jemanželinsk [Yemanzhelinsk],russia,30216,chelyabinsk,2010-10-04
Jetkul' [Yetkul],russia,6760,chelyabinsk,2010-10-04
Jurjuzan' [Yuryuzan],russia,12571,chelyabinsk,2010-10-04
Južnoural'sk [Yuzhnouralsk],russia,37877,chelyabinsk,2010-10-04
Južnyj [Yuzhny],russia,1995,chelyabinsk,2010-10-04
Kanaševo [Kanashevo],russia,3246,chelyabinsk,2010-10-04
Karabaš [Karabash],russia,13152,chelyabinsk,2010-10-04
Kartaly,russia,29131,chelyabinsk,2010-10-04
Kasli,russia,16969,chelyabinsk,2010-10-04
Katav-Ivanovsk,russia,17630,chelyabinsk,2010-10-04
Kazancevo [Kazantsevo],russia,666,chelyabinsk,2010-10-04
Kizil'skoje [Kizilskoye],russia,6651,chelyabinsk,2010-10-04
Kojelga [Koyelga],russia,3993,chelyabinsk,2010-10-04
Kopejsk [Kopeysk],russia,137601,chelyabinsk,2010-10-04
Korkino,russia,38597,chelyabinsk,2010-10-04
Krasnogorskij [Krasnogorsky],russia,13624,chelyabinsk,2010-10-04
Krasnoje Pole [Krasnoye Pole],russia,1445,chelyabinsk,2010-10-04
Kremenkul',russia,2984,chelyabinsk,2010-10-04
Kropačëvo [Kropachevo],russia,5018,chelyabinsk,2010-10-04
Kunašak [Kunashak],russia,6296,chelyabinsk,2010-10-04
Kusa,russia,18792,chelyabinsk,2010-10-04
Kyštym [Kyshtym],russia,38942,chelyabinsk,2010-10-04
Lokomotivnyj [Lokomotivny],russia,8498,chelyabinsk,2010-10-04
Magnitka,russia,5170,chelyabinsk,2010-10-04
Magnitogorsk,russia,407775,chelyabinsk,2010-10-04
Metlino,russia,3694,chelyabinsk,2010-10-04
Meževoj [Mezhevoy],russia,5649,chelyabinsk,2010-10-04
Mežozërnyj [Mezhozerny],russia,7357,chelyabinsk,2010-10-04
Miass,russia,151751,chelyabinsk,2010-10-04
Miasskoje [Miasskoye],russia,9755,chelyabinsk,2010-10-04
Min'jar [Minyar],russia,10194,chelyabinsk,2010-10-04
Njazepetrovsk [Nyazepetrovsk],russia,12451,chelyabinsk,2010-10-04
Novogornyj [Novogorny],russia,6733,chelyabinsk,2010-10-04
Oktjabr'skoje [Oktyabrskoye],russia,6780,chelyabinsk,2010-10-04
Ozërsk [Ozyorsk],russia,82164,chelyabinsk,2010-10-04
Pervomajskij [Pervomaysky],russia,10645,chelyabinsk,2010-10-04
Plast,russia,17342,chelyabinsk,2010-10-04
Poletajevo [Poletayevo],russia,6500,chelyabinsk,2010-10-04
Roščino [Roshchino],russia,5710,chelyabinsk,2010-10-04
Roza,russia,13099,chelyabinsk,2010-10-04
Satka,russia,45178,chelyabinsk,2010-10-04
Sim,russia,14466,chelyabinsk,2010-10-04
Snežinsk [Snezhinsk],russia,48810,chelyabinsk,2010-10-04
Suleja [Suleya],russia,3183,chelyabinsk,2010-10-04
Timirjazevskij [Timiryazevsky],russia,3559,chelyabinsk,2010-10-04
Trëchgornyj [Tryokhgorny],russia,33670,chelyabinsk,2010-10-04
Troick [Troitsk],russia,78372,chelyabinsk,2010-10-04
Ujskoje [Uyskoye],russia,7352,chelyabinsk,2010-10-04
Ust'-Katav [Ust-Katav],russia,23580,chelyabinsk,2010-10-04
Uvel'skij [Uvelsky],russia,10500,chelyabinsk,2010-10-04
Varna,russia,9869,chelyabinsk,2010-10-04
Verchneural'sk [Verkhneuralsk],russia,9457,chelyabinsk,2010-10-04
Verchnij Ufalej [Verkhny Ufaley],russia,30481,chelyabinsk,2010-10-04
Višnevogorsk [Vishnevogorsk],russia,4569,chelyabinsk,2010-10-04
Zapadnyj [Zapadny],russia,197,chelyabinsk,2010-10-04
Zaural'skij [Zauralsky],russia,7884,chelyabinsk,2010-10-04
Zlatoust,russia,174962,chelyabinsk,2010-10-04
Amursk,russia,42970,khabarovsk,2010-10-04
Berëzovyj [Beryozovy],russia,5498,khabarovsk,2010-10-04
Bikin,russia,17154,khabarovsk,2010-10-04
Bogorodskoje [Bogorodskoye],russia,3900,khabarovsk,2010-10-04
Čegdomyn [Chegdomyn],russia,13048,khabarovsk,2010-10-04
Chabarovsk [Khabarovsk],russia,577441,khabarovsk,2010-10-04
Chor [Khor],russia,10346,khabarovsk,2010-10-04
Churba [Khurba],russia,5957,khabarovsk,2010-10-04
Èl'ban [Elban],russia,11934,khabarovsk,2010-10-04
Gorin,russia,4152,khabarovsk,2010-10-04
Il'inka [Ilyinka],russia,2729,khabarovsk,2010-10-04
Knjaze-Volkonskoje [Knyaze-Volkonskoye],russia,9155,khabarovsk,2010-10-04
Komsomol'sk-na-Amure [Komsomolsk-on-Amur],russia,263906,khabarovsk,2010-10-04
Korfovskij [Korfovsky],russia,5733,khabarovsk,2010-10-04
Lazarev,russia,1308,khabarovsk,2010-10-04
Lososina,russia,3224,khabarovsk,2010-10-04
Majskij [Maysky],russia,2598,khabarovsk,2010-10-04
Mirnoje [Mirnoye],russia,1574,khabarovsk,2010-10-04
Mnogoveršinnyj [Mnogovershinny],russia,2324,khabarovsk,2010-10-04
Mongochto [Mongokhto],russia,4120,khabarovsk,2010-10-04
Muchen [Mukhen],russia,4068,khabarovsk,2010-10-04
Nekrasovka,russia,8883,khabarovsk,2010-10-04
Nikolajevsk-na-Amure [Nikolayevsk-on-Amur],russia,22752,khabarovsk,2010-10-04
Novyj Urgal [Novy Urgal],russia,6803,khabarovsk,2010-10-04
Ochotsk [Okhotsk],russia,4215,khabarovsk,2010-10-04
Oktjabr'skij [Oktyabrsky],russia,6240,khabarovsk,2010-10-04
Perejaslavka [Pereyaslavka],russia,8921,khabarovsk,2010-10-04
Selichino [Selikhino],russia,4255,khabarovsk,2010-10-04
Solnečnyj [Solnechny],russia,13306,khabarovsk,2010-10-04
Sovetskaja Gavan' [Sovetskaya Gavan],russia,27712,khabarovsk,2010-10-04
Topolevo,russia,4384,khabarovsk,2010-10-04
Troickoje [Troitskoye],russia,5143,khabarovsk,2010-10-04
Vanino,russia,17001,khabarovsk,2010-10-04
Vjazemskij [Vyazemsky],russia,14555,khabarovsk,2010-10-04
Vysokogornyj [Vysokogorny],russia,3376,khabarovsk,2010-10-04
Zavety Il'iča [Zavety Ilyicha],russia,9162,khabarovsk,2010-10-04
Abakan,russia,165214,khakassia,2010-10-04
Abaza,russia,17115,khakassia,2010-10-04
Askiz,russia,5208,khakassia,2010-10-04
Askiz,russia,7267,khakassia,2010-10-04
Beja [Beya],russia,5247,khakassia,2010-10-04
Bel'tirskoje [Beltirskoye],russia,4853,khakassia,2010-10-04
Belyj Jar [Bely Yar],russia,10014,khakassia,2010-10-04
Biskamža [Biskamzha],russia,1267,khakassia,2010-10-04
Bograd,russia,4670,khakassia,2010-10-04
Čapajevo [Chapayevo],russia,1623,khakassia,2010-10-04
Čerëmuški [Cheryomushki],russia,8373,khakassia,2010-10-04
Černogorsk [Chernogorsk],russia,72147,khakassia,2010-10-04
Kalinino,russia,3718,khakassia,2010-10-04
Kop'ëvo [Kopyovo],russia,4401,khakassia,2010-10-04
Majna [Mayna],russia,5062,khakassia,2010-10-04
Podsineje [Podsineye],russia,3549,khakassia,2010-10-04
Prigorsk,russia,2626,khakassia,2010-10-04
Sajanogorsk [Sayanogorsk],russia,49887,khakassia,2010-10-04
Šira [Shira],russia,9448,khakassia,2010-10-04
Sorsk,russia,12143,khakassia,2010-10-04
Taštyp [Tashtyp],russia,6423,khakassia,2010-10-04
Tuim,russia,4211,khakassia,2010-10-04
Ust'-Abakan [Ust-Abakan],russia,14578,khakassia,2010-10-04
Veršina Tëi [Vershina Tyoi],russia,3756,khakassia,2010-10-04
Anadyr',russia,13045,chukotka,2010-10-04
Beringovskij [Beringovsky],russia,1401,chukotka,2010-10-04
Bilibino,russia,5506,chukotka,2010-10-04
Ègvekinot [Egvekinot],russia,2790,chukotka,2010-10-04
Mys Šmidta [Mys Shmidta],russia,492,chukotka,2010-10-04
Pevek,russia,4162,chukotka,2010-10-04
Providenija [Provideniya],russia,1970,chukotka,2010-10-04
Ugol'nyje Kopi [Ugolnye Kopi],russia,3368,chukotka,2010-10-04
Alatyr',russia,38203,chuvashia,2010-10-04
Batyrevo,russia,5431,chuvashia,2010-10-04
Čeboksary [Cheboksary],russia,453721,chuvashia,2010-10-04
Civil'sk [Tsivilsk],russia,13479,chuvashia,2010-10-04
Išlei [Ishlei],russia,3092,chuvashia,2010-10-04
Jadrin [Yadrin],russia,9614,chuvashia,2010-10-04
Kanaš [Kanash],russia,45607,chuvashia,2010-10-04
Komsomol'skoje [Komsomolskoye],russia,4905,chuvashia,2010-10-04
Kozlovka,russia,10359,chuvashia,2010-10-04
Krasnoarmejskoje [Krasnoarmeyskoye],russia,4271,chuvashia,2010-10-04
Mariinskij Posad [Mariinsky Posad],russia,9088,chuvashia,2010-10-04
Morgauši [Morgaushi],russia,3263,chuvashia,2010-10-04
Novočeboksarsk [Novocheboksarsk],russia,124097,chuvashia,2010-10-04
Poreckoje [Poretskoye],russia,5825,chuvashia,2010-10-04
Šemurša [Shemursha],russia,3759,chuvashia,2010-10-04
Šumerlja [Shumerlya],russia,31722,chuvashia,2010-10-04
Šygyrdan [Shygyrdan],russia,5418,chuvashia,2010-10-04
Achty [Akhty],russia,13405,dagestan,2010-10-04
Ači-Su [Achisu],russia,1679,dagestan,2010-10-04
Adil'-Jangijurt [Adil-Yangiyurt],russia,3864,dagestan,2010-10-04
Agačaul [Agachaul],russia,1811,dagestan,2010-10-04
Agvali,russia,2455,dagestan,2010-10-04
Aknada,russia,4014,dagestan,2010-10-04
Aksaj [Aksay],russia,9000,dagestan,2010-10-04
Akuša [Akusha],russia,4697,dagestan,2010-10-04
Al'burikent [Alburikent],russia,12413,dagestan,2010-10-04
Andi,russia,5591,dagestan,2010-10-04
Ansalta,russia,4598,dagestan,2010-10-04
Ašaga-Stal-Kazmaljar [Ashaga-Stal-Kazmalyar],russia,2978,dagestan,2010-10-04
Atlanaul,russia,2375,dagestan,2010-10-04
Aver'janovka [Averyanovka],russia,3532,dagestan,2010-10-04
Babajurt [Babayurt],russia,15227,dagestan,2010-10-04
Bajramaul [Bayramaul],russia,2858,dagestan,2010-10-04
Bammatjurt [Bammatyurt],russia,4337,dagestan,2010-10-04
Batajurt [Batayurt],russia,4069,dagestan,2010-10-04
Batašjurt [Batashyurt],russia,3298,dagestan,2010-10-04
Bavtugaj [Bavtugay],russia,4765,dagestan,2010-10-04
Belidži [Belidzhi],russia,12236,dagestan,2010-10-04
Belidži [Belidzhi],russia,4282,dagestan,2010-10-04
Berikej [Berikey],russia,3028,dagestan,2010-10-04
Bogatyrëvka [Bogatyryovka],russia,3186,dagestan,2010-10-04
Botlich [Botlikh],russia,12159,dagestan,2010-10-04
Bujnaksk [Buynaksk],russia,62623,dagestan,2010-10-04
Burtunaj [Burtunay],russia,4035,dagestan,2010-10-04
Čapajevo [Chapayevo],russia,2386,dagestan,2010-10-04
Chadžalmachi [Khadzhalmakhi],russia,6187,dagestan,2010-10-04
Chalimbekaul [Khalimbekaul],russia,5108,dagestan,2010-10-04
Chamamatjurt [Khamamatyurt],russia,4682,dagestan,2010-10-04
Chamavjurt [Khamavyurt],russia,3178,dagestan,2010-10-04
Chasavjurt [Khasavyurt],russia,131187,dagestan,2010-10-04
Chazar [Khazar],russia,4809,dagestan,2010-10-04
Chučni [Khuchni],russia,3232,dagestan,2010-10-04
Chunzach [Khunzakh],russia,4245,dagestan,2010-10-04
Činar [Chinar],russia,5227,dagestan,2010-10-04
Čirkej [Chirkey],russia,8676,dagestan,2010-10-04
Čoch [Chokh],russia,3223,dagestan,2010-10-04
Čontaul [Chontaul],russia,7023,dagestan,2010-10-04
Cvetkovka [Tsvetkovka],russia,3767,dagestan,2010-10-04
Dagestanskije Ogni [Dagestanskiye Ogni],russia,27923,dagestan,2010-10-04
Derbent,russia,119200,dagestan,2010-10-04
Dorgeli,russia,5783,dagestan,2010-10-04
Družba [Druzhba],russia,3675,dagestan,2010-10-04
Dubki,russia,5202,dagestan,2010-10-04
Dylym,russia,8640,dagestan,2010-10-04
Džemikent [Dzhemikent],russia,2555,dagestan,2010-10-04
Èminchjur [Eminkhyur],russia,3821,dagestan,2010-10-04
Èndirej [Endirey],russia,7437,dagestan,2010-10-04
Èrpeli [Erpeli],russia,3412,dagestan,2010-10-04
Gagatli,russia,3539,dagestan,2010-10-04
Gamijach [Gamiyakh],russia,2528,dagestan,2010-10-04
Gapcach [Gaptsakh],russia,3554,dagestan,2010-10-04
Gedžuch [Gedzhukh],russia,6829,dagestan,2010-10-04
Geli,russia,2798,dagestan,2010-10-04
Gerejchanovskoje [Gereykhanovskoye],russia,3490,dagestan,2010-10-04
Gerga,russia,3913,dagestan,2010-10-04
Gergebil',russia,5195,dagestan,2010-10-04
Gimry,russia,4654,dagestan,2010-10-04
Godoberi,russia,3049,dagestan,2010-10-04
Gubden,russia,8627,dagestan,2010-10-04
Guni,russia,3101,dagestan,2010-10-04
Gurbuki,russia,5322,dagestan,2010-10-04
Izberbaš [Izberbash],russia,55646,dagestan,2010-10-04
Južno-Suchokumsk [Yuzhno-Sukhokumsk],russia,10035,dagestan,2010-10-04
Kafyr-Kumuch [Kafyr-Kumukh],russia,5107,dagestan,2010-10-04
Kajakent [Kayakent],russia,11144,dagestan,2010-10-04
Kakamachi [Kakamakhi],russia,2647,dagestan,2010-10-04
Kaka-Šura [Kaka-Shura],russia,6030,dagestan,2010-10-04
Kalininaul,russia,4531,dagestan,2010-10-04
Karabudachkent [Karabudakhkent],russia,15356,dagestan,2010-10-04
Karamachi [Karamakhi],russia,4537,dagestan,2010-10-04
Karata,russia,4153,dagestan,2010-10-04
Karlanjurt [Karlanyurt],russia,3335,dagestan,2010-10-04
Kaspijsk [Kaspiysk],russia,100129,dagestan,2010-10-04
Kasumkent,russia,13232,dagestan,2010-10-04
Kikuni,russia,3224,dagestan,2010-10-04
Kirovaul,russia,2174,dagestan,2010-10-04
Kiziljurt [Kizilyurt],russia,32988,dagestan,2010-10-04
Kizljar [Kizlyar],russia,48984,dagestan,2010-10-04
Kjachulaj [Kyakhulay],russia,6962,dagestan,2010-10-04
Kočubej [Kochubey],russia,7272,dagestan,2010-10-04
Kokrek,russia,4807,dagestan,2010-10-04
Komsomol'skij [Komsomolsky],russia,2723,dagestan,2010-10-04
Komsomol'skoje [Komsomolskoye],russia,6983,dagestan,2010-10-04
Korkmaskala,russia,7722,dagestan,2010-10-04
Kostek,russia,4551,dagestan,2010-10-04
Krasnoarmejskoje [Krasnoarmeyskoye],russia,3961,dagestan,2010-10-04
Kubači [Kubachi],russia,3060,dagestan,2010-10-04
Kurach [Kurakh],russia,3235,dagestan,2010-10-04
Kurkent,russia,4071,dagestan,2010-10-04
Kuruš [Kurush],russia,7327,dagestan,2010-10-04
Leninaul,russia,8340,dagestan,2010-10-04
Leninkent,russia,15532,dagestan,2010-10-04
Levaši [Levashi],russia,10011,dagestan,2010-10-04
Maali,russia,2923,dagestan,2010-10-04
Machačkala [Makhachkala],russia,572076,dagestan,2010-10-04
Madžalis [Madzhalis],russia,6815,dagestan,2010-10-04
Magaramkent,russia,6953,dagestan,2010-10-04
Majdanskoje [Maydanskoye],russia,2641,dagestan,2010-10-04
Mamedkala,russia,11029,dagestan,2010-10-04
Manas,russia,5357,dagestan,2010-10-04
Manaskent,russia,4994,dagestan,2010-10-04
Miatli,russia,4022,dagestan,2010-10-04
Miskindža [Miskindzha],russia,3522,dagestan,2010-10-04
Mjurego [Myurego],russia,4228,dagestan,2010-10-04
Mucalaul [Mutsalaul],russia,6760,dagestan,2010-10-04
Mugi,russia,3372,dagestan,2010-10-04
Muni,russia,3220,dagestan,2010-10-04
Naskent,russia,2949,dagestan,2010-10-04
Nečajevka [Nechayevka],russia,4779,dagestan,2010-10-04
Nižneje Kazanišče [Nizhneye Kazanishche],russia,12871,dagestan,2010-10-04
Nižnij Džalgan [Nizhny Dzhalgan],russia,2841,dagestan,2010-10-04
Nižnij Džengutaj [Nizhny Dzhengutay],russia,7519,dagestan,2010-10-04
