Name,Native,Status,12/01/1989,09/10/2002,14/10/2010,01/10/2021,Oblast
Isjangulovo [Isyangulovo],Исянгулово,Village,Ziančurinskij Rajon,"7,441","7,418","7,682",bashkortostan
Janaul [Yanaul],Янаул,City,Janaul'skij Rajon,"27,909","26,924","25,908",bashkortostan
Jazykovo [Yazykovo],Языково,Village,Blagovarskij Rajon,"5,918","6,368","7,004",bashkortostan
Jermekejevo [Yermekeyevo],Ермекеево,Village,Jermekejevskij Rajon,"4,206","3,937","4,107",bashkortostan
Jermolajevo [Yermolayevo],Ермолаево,Village,Kujurgazinskij Rajon,"6,342","6,397","5,974",bashkortostan
Jumaguzino [Yumaguzino],Юмагузино,Village,Kugarčinskij Rajon,"5,343","4,564","4,633",bashkortostan
Kabakovo,Кабаково,Hamlet,Karmaskalinskij Rajon,"3,072","3,141","4,049",bashkortostan
Kaltasy,Калтасы,Village,Kaltasinskij Rajon,"4,445","4,418","4,101",bashkortostan
Kandry,Кандры,Village,Tujmazinskij Rajon,"12,077","10,885","10,138",bashkortostan
Karaidel',Караидель,Village,Karaidel'skij Rajon,"5,174","5,980","6,170",bashkortostan
Karmaskaly,Кармаскалы,Village,Karmaskalinskij Rajon,"7,843","8,540","11,076",bashkortostan
Kirgiz-Mijaki [Kirgiz-Miyaki],Киргиз-Мияки,Village,Mijakinskij Rajon,"7,658","7,473","8,535",bashkortostan
Krasnaja Gorka [Krasnaya Gorka],Красная Горка,Village,Nurimanovskij Rajon,"4,071","4,280","4,776",bashkortostan
Krasnocholmskij [Krasnokholmsky],Краснохолмский,Village,Kaltasinskij Rajon,"8,101","8,021","7,767",bashkortostan
Krasnousol'skij [Krasnousolsky],Красноусольский,Village,Gafurijskij Rajon,"11,796","11,991","11,241",bashkortostan
Kudejevskij [Kudeyevsky],Кудеевский,Village,Iglinskij Rajon,"2,867","3,091","3,024",bashkortostan
Kujanovo [Kuyanovo],Куяново,Village,Krasnokamskij Rajon,"3,888","3,664","3,159",bashkortostan
Kumertau,Кумертау,City,Kumertau,"65,003","62,851","57,949",bashkortostan
Kušnarenkovo [Kushnarenkovo],Кушнаренково,Village,Kušnarenkovskij Rajon,"10,630","9,870","9,801",bashkortostan
Malojaz [Maloyaz],Малояз,Village,Salavatskij Rajon,"4,764","4,914","5,124",bashkortostan
Mariinskij [Mariinsky],Мариинский,Village,Sterlitamakskij Rajon,361,"1,896","8,356",bashkortostan
Meleuz,Мелеуз,City,Meleuzovskij Rajon,"62,949","61,390","56,505",bashkortostan
Mesjagutovo [Mesyagutovo],Месягутово,Village,Duvanskij Rajon,"9,761","10,883","12,019",bashkortostan
Mežgorje [Mezhgorye],Межгорье,City,Mežgorje,"19,082","17,352","15,697",bashkortostan
Michajlovka [Mikhaylovka],Михайловка,Village,Ufimskij Rajon,"4,336","5,384","11,389",bashkortostan
Milovka,Миловка,Village,Ufimskij Rajon,"2,496","2,767","6,017",bashkortostan
Miškino [Mishkino],Мишкино,Village,Miškinskij Rajon,"5,797","6,021","6,415",bashkortostan
Mrakovo,Мраково,Village,Kugarčinskij Rajon,"8,378","8,690","9,092",bashkortostan
Nagajevo [Nagayevo],Нагаево,Village,Ufa,766,"1,479","9,820",bashkortostan
Naumovka,Наумовка,Village,Sterlitamakskij Rajon,"2,867","2,935","3,048",bashkortostan
Neftekamsk,Нефтекамск,City,Neftekamsk,"122,290","121,733","131,942",bashkortostan
Nikolo-Berëzovka [Nikolo-Beryozovka],Николо-Берёзовка,Village,Krasnokamskij Rajon,"5,981","6,099","6,064",bashkortostan
Nižegorodka [Nizhegorodka],Нижегородка,Village,Ufimskij Rajon,"2,075","2,541","3,101",bashkortostan
Nižnetroickij [Nizhnetroitsky],Нижнетроицкий,Village,Tujmazinskij Rajon,"3,777","4,008","3,555",bashkortostan
Novobelokataj [Novobelokatay],Новобелокатай,Village,Belokatajskij Rajon,"5,912","5,961","5,830",bashkortostan
Oktjabr'skij [Oktyabrsky],Октябрьский,City,Oktjabr'skij,"108,647","109,474","115,557",bashkortostan
Pavlovka,Павловка,Village,Nurimanovskij Rajon,"4,269","4,143","3,924",bashkortostan
Pribel'skij [Pribelsky],Прибельский,Village,Karmaskalinskij Rajon,"4,959","4,859","4,241",bashkortostan
Prijutovo [Priyutovo],Приютово,Urban Settlement,Belebejevskij Rajon,"20,807","20,891","19,595",bashkortostan
Rajevskij [Rayevsky],Раевский,Village,Al'šejevskij Rajon,"20,022","19,557","18,698",bashkortostan
Salavat,Салават,City,Salavat,"158,600","156,095","148,575",bashkortostan
Šamonino [Shamonino],Шамонино,Hamlet,Ufimskij Rajon,25,258,"3,652",bashkortostan
Šaran [Sharan],Шаран,Village,Šaranskij Rajon,"5,544","5,929","6,022",bashkortostan
Semiletka,Семилетка,Village,Djurtjulinskij Rajon,"4,155","3,977","3,485",bashkortostan
Serafimovskij [Serafimovsky],Серафимовский,Village,Tujmazinskij Rajon,"10,340","9,813","8,954",bashkortostan
Sibaj [Sibay],Сибай,City,Sibaj,"59,082","62,763","56,514",bashkortostan
Šingak-Kul' [Shingak-Kul],Шингак-Куль,Village,Čišminskij Rajon,"2,553","2,975","3,010",bashkortostan
Starobaltačevo [Starobaltachevo],Старобалтачево,Village,Baltačevskij Rajon,"5,601","5,598","7,022",bashkortostan
Starosubchangulovo [Starosubkhangulovo],Старосубхангулово,Village,Burzjanskij Rajon,"4,343","4,609","5,245",bashkortostan
Staryj Sibaj [Stary Sibay],Старый Сибай,Village,Bajmakskij Rajon,"2,209","2,746","3,477",bashkortostan
Sterlibaševo [Sterlibashevo],Стерлибашево,Village,Sterlibaševskij Rajon,"5,775","5,930","6,159",bashkortostan
Sterlitamak,Стерлитамак,City,Sterlitamak,"264,362","273,486","277,410",bashkortostan
Subchankulovo [Subkhankulovo],Субханкулово,Village,Tujmazinskij Rajon,"5,663","5,598","5,595",bashkortostan
Temjasovo [Temyasovo],Темясово,Village,Bajmakskij Rajon,"3,517","3,529","3,465",bashkortostan
Tirljanskij [Tirlyansky],Тирлянский,Village,Beloreckij Rajon,"5,747","4,427","4,094",bashkortostan
Tolbazy,Толбазы,Village,Aurgazinskij Rajon,"10,164","10,114","9,946",bashkortostan
Tujmazy [Tuymazy],Туймазы,City,Tujmazinskij Rajon,"66,687","66,836","68,349",bashkortostan
Učaly [Uchaly],Учалы,City,Učalinskij Rajon,"37,196","37,788","36,175",bashkortostan
Učaly [Uchaly],Учалы,Village,Učalinskij Rajon,"6,102","6,049","6,834",bashkortostan
Ufa,Уфа,City,Ufa,"1,042,437","1,062,319","1,144,809",bashkortostan
Ulukulevo,Улукулево,Hamlet,Karmaskalinskij Rajon,"4,537","4,546","4,133",bashkortostan
Ulu-Teljak [Ulu-Telyak],Улу-Теляк,Village,Iglinskij Rajon,"3,281","3,408","3,172",bashkortostan
Verchnejarkejevo [Verkhneyarkeyevo],Верхнеяркеево,Village,Iliševskij Rajon,"9,339","9,710","9,317",bashkortostan
Verchnije Kigi [Verkhniye Kigi],Верхние Киги,Village,Kiginskij Rajon,"6,872","6,637","7,190",bashkortostan
Verchnije Tatyšly [Verkhniye Tatyshly],Верхние Татышлы,Village,Tatyšlinskij Rajon,"6,329","6,645","7,291",bashkortostan
Zilair,Зилаир,Village,Zilairskij Rajon,"5,861","5,585","5,761",bashkortostan
Zirgan,Зирган,Village,Meleuzovskij Rajon,"4,075","4,125","4,115",bashkortostan
Zubovo,Зубово,Village,Ufimskij Rajon,"1,375","2,042","8,691",bashkortostan
Žukovo [Zhukovo],Жуково,Village,Ufimskij Rajon,"1,374","1,685","4,270",bashkortostan
Aleksejevka [Alexeyevka],Алексеевка,City,Aleksejevka,"39,312","39,026","36,578",belgorod
Bechtejevka [Bekhteyevka],Бехтеевка,Village,Koročanskij Rajon,"3,290","3,290","3,259",belgorod
Belgorod,Белгород,City,Belgorod,"337,030","356,402","339,978",belgorod
Belovskoje [Belovskoye],Беловское,Village,Belgorodskij Rajon,"1,668","2,040","3,141",belgorod
Birjuč [Biryuch],Бирюч,City,Krasnogvardejskij Rajon,"8,079","7,846","7,114",belgorod
Bližnjaja Igumenka [Blizhnyaya Igumenka],Ближняя Игуменка,Village,Belgorodskij Rajon,907,"1,063","4,908",belgorod
Borisovka,Борисовка,Urban Settlement,Borisovskij Rajon,"14,072","13,896","12,553",belgorod
Černjanka [Chernyanka],Чернянка,Urban Settlement,Černjanskij Rajon,"15,067","15,217","14,896",belgorod
Dubovoje [Dubovoye],Дубовое,Rural Settlement,Belgorodskij Rajon,"5,201","8,627","16,101",belgorod
Golovčino [Golovchino],Головчино,Village,Grajvoron,"5,288","4,716","4,621",belgorod
Gorodišče [Gorodishche],Городище,Village,Staryj Oskol,"3,448","3,562","3,420",belgorod
Grajvoron [Grayvoron],Грайворон,City,Grajvoron,"6,196","6,234","6,179",belgorod
Gubkin,Губкин,City,Gubkinskij,"86,083","88,560","85,225",belgorod
Ivnja [Ivnya],Ивня,Urban Settlement,Ivnjanskij Rajon,"7,725","7,933","7,134",belgorod
Jakovlevo [Yakovlevo],Яковлево,Urban Settlement,Jakovlevo,"2,596","2,905","2,675",belgorod
Komsomol'skij [Komsomolsky],Комсомольский,Rural Settlement,Belgorodskij Rajon,"1,654","2,201","4,379",belgorod
Koroča [Korocha],Короча,City,Koročanskij Rajon,"6,046","5,877","5,623",belgorod
Krasnaja Jaruga [Krasnaya Yaruga],Красная Яруга,Urban Settlement,Krasnojaružskij Rajon,"7,823","8,028","7,957",belgorod
Livenka,Ливенка,Village,Krasnogvardejskij Rajon,"4,101","3,870","3,487",belgorod
Majskij [Maysky],Майский,Rural Settlement,Belgorodskij Rajon,"7,441","8,748","14,143",belgorod
Maslova Pristan',Маслова Пристань,Urban Settlement,Šebekino,"5,597","5,819","5,916",belgorod
Nikol'skoje [Nikolskoye],Никольское,Village,Belgorodskij Rajon,"2,205","2,778","7,443",belgorod
Novaja Tavolžanka [Novaya Tavolzhanka],Новая Таволжанка,Village,Šebekino,"4,989","5,324","5,268",belgorod
Novosadovyj [Novosadovy],Новосадовый,Rural Settlement,Belgorodskij Rajon,"1,564","1,994","7,833",belgorod
Novyj Oskol [Novy Oskol],Новый Оскол,City,Novyj Oskol,"20,892","19,530","18,359",belgorod
Oktjabr'skij [Oktyabrsky],Октябрьский,Urban Settlement,Belgorodskij Rajon,"6,899","7,456","8,785",belgorod
Pjatnickoje [Pyatnitskoye],Пятницкое,Urban Settlement,Volokonovskij Rajon,"4,793","4,536","4,160",belgorod
Prochorovka [Prokhorovka],Прохоровка,Urban Settlement,Prochorovskij Rajon,"10,007","9,761","9,790",belgorod
Proletarskij [Proletarsky],Пролетарский,Urban Settlement,Rakitjanskij Rajon,"8,675","8,654","9,040",belgorod
Puškarnoje [Pushkarnoye],Пушкарное,Village,Belgorodskij Rajon,"2,715","3,332","3,892",belgorod
Rakitnoje [Rakitnoye],Ракитное,Urban Settlement,Rakitjanskij Rajon,"10,462","10,286","10,048",belgorod
Razumnoje [Razumnoye],Разумное,Urban Settlement,Belgorodskij Rajon,"15,332","16,600","28,192",belgorod
Roven'ki [Rovenki],Ровеньки,Urban Settlement,Roven'skij Rajon,"9,742","10,264","10,939",belgorod
Šebekino [Shebekino],Шебекино,City,Šebekino,"45,119","44,279","39,680",belgorod
Severnyj [Severny],Северный,Urban Settlement,Belgorodskij Rajon,"7,654","9,847","24,070",belgorod
Skorodnoje [Skorodnoye],Скородное,Village,Gubkinskij,"3,630","3,707","3,416",belgorod
Staryj Oskol [Stary Oskol],Старый Оскол,City,Staryj Oskol,"215,898","221,085","221,676",belgorod
Streleckoje [Streletskoye],Стрелецкое,Village,Belgorodskij Rajon,"5,654","6,862","13,792",belgorod
Stroitel',Строитель,City,Jakovlevo,"18,400","23,933","23,780",belgorod
Tavrovo,Таврово,Village,Belgorodskij Rajon,"2,273","5,192","13,592",belgorod
Tomarovka,Томаровка,Urban Settlement,Jakovlevo,"7,816","8,094","7,394",belgorod
Troickij [Troitsky],Троицкий,Rural Settlement,Gubkinskij,"6,157","6,214","5,429",belgorod
Urazovo,Уразово,Urban Settlement,Valujki,"6,878","6,982","6,570",belgorod
Valujki [Valuyki],Валуйки,City,Valujki,"35,790","35,322","33,032",belgorod
Vejdelevka [Veydelevka],Вейделевка,Urban Settlement,Vejdelevskij Rajon,"7,188","7,008","7,347",belgorod
Volokonovka,Волоконовка,Urban Settlement,Volokonovskij Rajon,"12,256","11,552","10,426",belgorod
Zasosna,Засосна,Village,Krasnogvardejskij Rajon,"4,233","4,213","3,806",belgorod
Altuchovo [Altukhovo],Алтухово,Urban Settlement,Navlinskij Rajon,"1,947","1,784","1,679",bryansk
Belaja Berëzka [Belaya Berezka],Белая Берёзка,Urban Settlement,Trubčevskij Rajon,"7,154","6,283","5,886",bryansk
Belyje Berega [Belye Berega],Белые Берега,Urban Settlement,Brjansk,"10,637","9,642","7,412",bryansk
Bol'šoje Polpino [Bolshoye Polpino],Большое Полпино,Urban Settlement,Brjansk,"4,613","6,356","5,859",bryansk
Brjansk [Bryansk],Брянск,City,Brjansk,"431,526","415,721","379,152",bryansk
Bytoš' [Bytosh],Бытошь,Urban Settlement,Djat'kovskij Rajon,"4,515","4,255","3,990",bryansk
Černec [Chernets],Чернец,Rural Railway Station Settlement,Brjanskij Rajon,3,38,"3,440",bryansk
Djat'kovo [Dyatkovo],Дятьково,City,Djat'kovskij Rajon,"33,600","29,439","25,255",bryansk
Dobrun',Добрунь,Hamlet,Brjanskij Rajon,"4,207","4,482","4,957",bryansk
Dubrovka,Дубровка,Urban Settlement,Dubrovskij Rajon,"8,598","8,015","6,793",bryansk
Fokino,Фокино,City,Fokino,"15,504","13,876","12,538",bryansk
Gliniščevo [Glinishchevo],Глинищево,Village,Brjanskij Rajon,"4,241","4,367","4,348",bryansk
Ivot,Ивот,Urban Settlement,Djat'kovskij Rajon,"6,422","6,374","5,844",bryansk
Karačev [Karachev],Карачев,City,Karačevskij Rajon,"20,175","19,715","17,449",bryansk
Kletnja [Kletnya],Клетня,Urban Settlement,Kletnjanskij Rajon,"13,936","13,313","11,947",bryansk
Klimovo,Климово,Urban Settlement,Klimovskij Rajon,"14,776","13,892","13,554",bryansk
Klincy [Klintsy],Клинцы,City,Klincy,"67,325","62,510","63,059",bryansk
Kokino,Кокино,Village,Vygoničskij Rajon,"4,710","3,863","3,008",bryansk
Kokorevka,Кокоревка,Urban Settlement,Suzemskij Rajon,"2,452","1,962","1,768",bryansk
Komariči [Komarichi],Комаричи,Urban Settlement,Komaričskij Rajon,"7,234","7,686","7,325",bryansk
Krasnaja Gora [Krasnaya Gora],Красная Гора,Urban Settlement,Krasnogorskij Rajon,"6,599","5,906","5,504",bryansk
Ljubochna [Lyubokhna],Любохна,Urban Settlement,Djat'kovskij Rajon,"5,293","5,446","4,957",bryansk
Lokot',Локоть,Urban Settlement,Brasovskij Rajon,"12,094","10,028","8,469",bryansk
Mglin,Мглин,City,Mglinskij Rajon,"8,261","7,916","6,919",bryansk
Mičurinskij [Michurinsky],Мичуринский,Rural Settlement,Brjanskij Rajon,"2,703","2,576","4,525",bryansk
Navlja [Navlya],Навля,Urban Settlement,Navlinskij Rajon,"14,014","14,361","15,536",bryansk
Novozybkov,Новозыбков,City,Novozybkov,"43,038","40,553","38,680",bryansk
Počep [Pochep],Почеп,City,Počepskij Rajon,"17,064","17,161","14,991",bryansk
Pogar,Погар,Urban Settlement,Pogarskij Rajon,"11,471","9,990","9,484",bryansk
Putëvka [Putyovka],Путёвка,Rural Settlement,Brjanskij Rajon,"3,730","4,736","8,985",bryansk
Radica-Krylovka [Raditsa-Krylovka],Радица-Крыловка,Urban Settlement,Brjansk,"3,513","3,526","3,151",bryansk
Ramasucha [Ramasukha],Рамасуха,Urban Settlement,Počepskij Rajon,564,481,371,bryansk
Rognedino,Рогнедино,Urban Settlement,Rognedinskij Rajon,"3,354","3,158","2,775",bryansk
Ržanica [Rzhanitsa],Ржаница,Village,Žukovskij Rajon,"5,388","5,032","4,262",bryansk
Sel'co [Seltso],Сельцо,City,Sel'co,"19,140","17,934","15,906",bryansk
Sevsk,Севск,City,Sevskij Rajon,"7,660","7,282","6,732",bryansk
Star',Старь,Urban Settlement,Djat'kovskij Rajon,"5,096","5,003","4,182",bryansk
Starodub,Стародуб,City,Starodubskij Rajon,"18,643","19,010","17,687",bryansk
Suponevo,Супонево,Village,Brjanskij Rajon,"8,004","8,585","9,450",bryansk
Suraž [Surazh],Сураж,City,Suražskij Rajon,"12,046","11,640","11,176",bryansk
Suzemka,Суземка,Urban Settlement,Suzemskij Rajon,"9,712","9,125","8,672",bryansk
Trubčevsk [Trubchevsk],Трубчевск,City,Trubčevskij Rajon,"16,342","15,014","13,287",bryansk
Uneča [Unecha],Унеча,City,Unečskij Rajon,"29,039","26,197","24,274",bryansk
Vygoniči [Vygonichi],Выгоничи,Urban Settlement,Vygoničskij Rajon,"5,189","4,945","4,658",bryansk
Vyškov [Vyshkov],Вышков,Urban Settlement,Zlynkovskij Rajon,"2,940","2,700","2,497",bryansk
Zajmišče [Zaymishche],Займище,Village,Klincy,"5,042","5,297","5,026",bryansk
Zlynka,Злынка,City,Zlynkovskij Rajon,"5,372","5,507","5,270",bryansk
Žukovka [Zhukovka],Жуковка,City,Žukovskij Rajon,"19,731","18,269","17,628",bryansk
Babuškin [Babushkin],Бабушкин,City,Kabanskij Rajon,"4,953","4,831","4,368",buryatia
Bagdarin,Багдарин,Village,Bauntovskij Èvenkijskij Rajon,"4,763","4,735","4,525",buryatia
Barguzin,Баргузин,Village,Barguzinskij Rajon,"6,164","5,702","4,850",buryatia
Bičura [Bichura],Бичура,Village,Bičurskij Rajon,"9,737","9,145","8,728",buryatia
Chorinsk [Khorinsk],Хоринск,Village,Chorinskij Rajon,"8,134","8,138","8,650",buryatia
Èrchirik [Erkhirik],Эрхирик,Village,Zaigrajevskij Rajon,"1,553","2,260","5,234",buryatia
Gurul'ba [Gurulba],Гурульба,Village,Ivolginskij Rajon,"1,659","2,711","4,535",buryatia
Gusinoozërsk [Gusinoozyorsk],Гусиноозёрск,City,Selenginskij Rajon,"26,502","24,582","24,451",buryatia
Il'inka [Ilyinka],Ильинка,Village,Pribajkal'skij Rajon,"4,421","4,203","4,202",buryatia
Ivolginsk,Иволгинск,Village,Ivolginskij Rajon,"7,241","7,382","7,994",buryatia
Jančukan [Yanchukan],Янчукан,Urban Settlement,Severo-Bajkal'skij Rajon,539,392,252,buryatia
Kabansk,Кабанск,Village,Kabanskij Rajon,"6,373","6,038","5,653",buryatia
Kamensk,Каменск,Urban Settlement,Kabanskij Rajon,"8,113","7,160","6,334",buryatia
Kičera [Kichera],Кичера,Urban Settlement,Severo-Bajkal'skij Rajon,"1,623","1,375",922,buryatia
Kižinga [Kizhinga],Кижинга,Village,Kižinginskij Rajon,"6,579","6,373","6,376",buryatia
Kjachta [Kyakhta],Кяхта,City,Kjachtinskij Rajon,"18,391","20,024","17,877",buryatia
Kurumkan,Курумкан,Village,Kurumkanskij Rajon,"5,957","5,465","5,581",buryatia
Kyren,Кырен,Village,Tunkinskij Rajon,"5,433","5,406","5,953",buryatia
Muchoršibir' [Mukhorshibir],Мухоршибирь,Village,Muchoršibirskij Rajon,"5,474","5,207","4,891",buryatia
Nauški [Naushki],Наушки,Urban Settlement,Kjachtinskij Rajon,"3,575","3,409","2,379",buryatia
Nižneangarsk [Nizhneangarsk],Нижнеангарск,Urban Settlement,Severo-Bajkal'skij Rajon,"5,595","5,030","3,891",buryatia
Nižnije Tal'cy [Nizhniye Taltsy],Нижние Тальцы,Rural Settlement,Zaigrajevskij Rajon,"1,006","1,498","5,092",buryatia
